province,regency,district,village,postal
"Aceh","Kabupaten Aceh Selatan","Bakongan","Ujong Mangki","23773"
"Aceh","Kabupaten Aceh Selatan","Bakongan","Gampong Drien","23773"
"Aceh","Kabupaten Aceh Selatan","Bakongan","Padang Beurahan","23773"
"Aceh","Kabupaten Aceh Selatan","Kluet Utara","Limau Purut","23771"
"Aceh","Kabupaten Aceh Selatan","Kluet Utara","Ruak","23771"
"Aceh","Kabupaten Aceh Selatan","Kluet Utara","Suaq Geuringgeng","23771"
"Aceh","Kabupaten Aceh Selatan","Kluet Utara","Pasi Kuala Ba'u","23771"
"Aceh","Kabupaten Aceh Selatan","Kluet Selatan","Suaq Bakung","23772"
"Aceh","Kabupaten Aceh Selatan","Kluet Selatan","Gampong Luar","23772"
"Aceh","Kabupaten Aceh Selatan","Kluet Selatan","Pasi Meurapat","23772"
"Aceh","Kabupaten Aceh Selatan","Kluet Selatan","Geulumbuk","23772"
"Aceh","Kabupaten Aceh Selatan","Kluet Selatan","Pasie Lembang","23772"
"Aceh","Kabupaten Aceh Selatan","Meukek","Ie Dingen","23754"
"Aceh","Kabupaten Aceh Selatan","Meukek","Arun Tunggai","23754"
"Aceh","Kabupaten Aceh Selatan","Meukek","Ie Buboh","23754"
"Aceh","Kabupaten Aceh Selatan","Samadua","Alur Seumerah","23752"
"Aceh","Kabupaten Aceh Selatan","Sawang","Blang Geulinggang","23753"
"Aceh","Kabupaten Aceh Selatan","Sawang","Sawang Ba'u","23753"
"Aceh","Kabupaten Aceh Selatan","Trumon","Ujong Tanoh","23774"
"Aceh","Kabupaten Aceh Selatan","Trumon","Sigleng","23774"
"Aceh","Kabupaten Aceh Selatan","Trumon","Teupin Tinggi","23774"
"Aceh","Kabupaten Aceh Selatan","Pasie Raja","Pucok Krueng","23755"
"Aceh","Kabupaten Aceh Selatan","Pasie Raja","Paya Ateuk","23755"
"Aceh","Kabupaten Aceh Selatan","Pasie Raja","Ujong Batee","23755"
"Aceh","Kabupaten Aceh Selatan","Pasie Raja","Ie Mirah","23755"
"Aceh","Kabupaten Aceh Selatan","Pasie Raja","Pasie Rasian","23755"
"Aceh","Kabupaten Aceh Selatan","Labuhanhaji Timur","Peuneulop","23758"
"Aceh","Kabupaten Aceh Selatan","Labuhanhaji Barat","Teungoh Iboh","23757"
"Aceh","Kabupaten Aceh Selatan","Labuhanhaji Barat","Kuta Iboh","23757"
"Aceh","Kabupaten Aceh Selatan","Labuhanhaji Barat","Iku Lhueng","23757"
"Aceh","Kabupaten Aceh Selatan","Bakongan Timur","Pasie Seubadeh","23777"
"Aceh","Kabupaten Aceh Selatan","Bakongan Timur","Ujong Pulo Rayeuk","23777"
"Aceh","Kabupaten Aceh Selatan","Bakongan Timur","Ujong Pulo Cut","23777"
"Aceh","Kabupaten Aceh Selatan","Bakongan Timur","Seuleukat","23777"
"Aceh","Kabupaten Aceh Selatan","Trumon Timur","Kapa Sesak","23776"
"Aceh","Kabupaten Aceh Selatan","Trumon Timur","Seuneubok Punto","23776"
"Aceh","Kabupaten Aceh Selatan","Kota Bahagia","Buket Gadeng","23778"
"Aceh","Kabupaten Aceh Selatan","Kota Bahagia","Seuneubok Keuranji","23778"
"Aceh","Kabupaten Aceh Selatan","Kota Bahagia","Seuneubok Alur Buloh","23778"
"Aceh","Kabupaten Aceh Selatan","Kota Bahagia","Ujong Tanoh","23778"
"Aceh","Kabupaten Aceh Selatan","Kota Bahagia","Ujong Gunong Cut","23778"
"Aceh","Kabupaten Aceh Selatan","Kota Bahagia","Ujong Gunung Rayeuk","23778"
"Aceh","Kabupaten Aceh Selatan","Kota Bahagia","Jambo Keupok","23778"
"Aceh","Kabupaten Aceh Selatan","Trumon Tengah","Gunong Kapho","23775"
"Aceh","Kabupaten Aceh Selatan","Trumon Tengah","Kampong Teungoh","23775"
"Aceh","Kabupaten Aceh Tenggara","Lawe Alas","Lawe Kongker","24661"
"Aceh","Kabupaten Aceh Tenggara","Lawe Alas","Prapat Batu Nunggul","24661"
"Aceh","Kabupaten Aceh Tenggara","Lawe Alas","Pulo Sepang","24661"
"Aceh","Kabupaten Aceh Tenggara","Lawe Alas","Rih Mbelang","24661"
"Aceh","Kabupaten Aceh Tenggara","Lawe Alas","Kute Batu Baru","24661"
"Aceh","Kabupaten Aceh Tenggara","Lawe Alas","Cingkham Mekhanggun","24661"
"Aceh","Kabupaten Aceh Tenggara","Lawe Alas","Lawe Kongker Hilir","24661"
"Aceh","Kabupaten Aceh Tenggara","Lawe Alas","Pasikh Pehkmate","24661"
"Aceh","Kabupaten Aceh Tenggara","Lawe Sigala-gala","Kute Tengah","24676"
"Aceh","Kabupaten Aceh Tenggara","Lawe Sigala-gala","Gabungan Parsaroan","24676"
"Aceh","Kabupaten Aceh Tenggara","Lawe Sigala-gala","Enmiya Batu Dua Ratus","24676"
"Aceh","Kabupaten Aceh Tenggara","Lawe Sigala-gala","Mulie Dame","24676"
"Aceh","Kabupaten Aceh Tenggara","Lawe Sigala-gala","Lawe Loning Hakhapen","24676"
"Aceh","Kabupaten Aceh Tenggara","Bambel","Kute Lang-lang","24672"
"Aceh","Kabupaten Aceh Tenggara","Bambel","Kuta Antara","24672"
"Aceh","Kabupaten Aceh Tenggara","Bambel","Pulo Kendondong","24672"
"Aceh","Kabupaten Aceh Tenggara","Bambel","Biak Muli Baru","24672"
"Aceh","Kabupaten Aceh Tenggara","Bambel","Tembilakh Mbakhu","24672"
"Aceh","Kabupaten Aceh Tenggara","Babussalam","Batu Mbulan Mbaru","24664"
"Aceh","Kabupaten Aceh Tenggara","Babussalam","Pekhapat Titi Panjang","24664"
"Aceh","Kabupaten Aceh Tenggara","Babussalam","Pekhapat Sepakat","24664"
"Aceh","Kabupaten Aceh Tenggara","Babussalam","Alas Marancar","24664"
"Aceh","Kabupaten Aceh Tenggara","Babussalam","Mbarung Datuk Saudane","24664"
"Aceh","Kabupaten Aceh Tenggara","Badar","Kuta Pasir","24666"
"Aceh","Kabupaten Aceh Tenggara","Badar","Batu Mbekhong","24666"
"Aceh","Kabupaten Aceh Tenggara","Badar","Lawe Sekerah","24666"
"Aceh","Kabupaten Aceh Tenggara","Babul Makmur","Lawe Desky I","24673"
"Aceh","Kabupaten Aceh Tenggara","Babul Makmur","Sabilussalam","24673"
"Aceh","Kabupaten Aceh Tenggara","Babul Makmur","Lawe Desky Jaya","24673"
"Aceh","Kabupaten Aceh Tenggara","Darul Hasanah","Lawe Stul","24663"
"Aceh","Kabupaten Aceh Tenggara","Darul Hasanah","Kite Merangun","24663"
"Aceh","Kabupaten Aceh Tenggara","Darul Hasanah","Sri Muda","24663"
"Aceh","Kabupaten Aceh Tenggara","Darul Hasanah","Tanjung Bakhu","24663"
"Aceh","Kabupaten Aceh Tenggara","Darul Hasanah","Pulo Gabung","24663"
"Aceh","Kabupaten Aceh Tenggara","Darul Hasanah","Istiqamah","24663"
"Aceh","Kabupaten Aceh Tenggara","Darul Hasanah","Simpang Iv Tanjung","24663"
"Aceh","Kabupaten Aceh Tenggara","Lawe Bulan","Katambaru Becawan","24665"
"Aceh","Kabupaten Aceh Tenggara","Lawe Bulan","Pekhapet Timur","24665"
"Aceh","Kabupaten Aceh Tenggara","Lawe Bulan","Kute Galuh Asli","24665"
"Aceh","Kabupaten Aceh Tenggara","Bukit Tusam","Kute Lengat Pangan","24671"
"Aceh","Kabupaten Aceh Tenggara","Bukit Tusam","Kute Lengat Selian","24671"
"Aceh","Kabupaten Aceh Tenggara","Bukit Tusam","Alur Buluh","24671"
"Aceh","Kabupaten Aceh Tenggara","Bukit Tusam","Kute Lingga","24671"
"Aceh","Kabupaten Aceh Tenggara","Bukit Tusam","Lawe Dua","24671"
"Aceh","Kabupaten Aceh Tenggara","Bukit Tusam","Paye Khambung","24671"
"Aceh","Kabupaten Aceh Tenggara","Bukit Tusam","Kute Empat Lima","24671"
"Aceh","Kabupaten Aceh Tenggara","Semadam","Lawe. Berigin Gayo","24678"
"Aceh","Kabupaten Aceh Tenggara","Semadam","Pasar Puntung","24678"
"Aceh","Kabupaten Aceh Tenggara","Semadam","Sepakat Segenap","24678"
"Aceh","Kabupaten Aceh Tenggara","Semadam","Lawe Kinge Lapter","24678"
"Aceh","Kabupaten Aceh Tenggara","Semadam","Lawe Mejile","24678"
"Aceh","Kabupaten Aceh Tenggara","Semadam","Lawe Petanduk-ii","24678"
"Aceh","Kabupaten Aceh Tenggara","Babul Rahmah","Kute Lang-lang","24675"
"Aceh","Kabupaten Aceh Tenggara","Babul Rahmah","Pardamaian","24675"
"Aceh","Kabupaten Aceh Tenggara","Babul Rahmah","Lingga Alas","24675"
"Aceh","Kabupaten Aceh Tenggara","Babul Rahmah","Khambung Tumbung","24675"
"Aceh","Kabupaten Aceh Tenggara","Babul Rahmah","Titi Hakhapen","24675"
"Aceh","Kabupaten Aceh Tenggara","Ketambe","Simpang Tiga Jongar","24662"
"Aceh","Kabupaten Aceh Tenggara","Ketambe","Jongar Asli","24662"
"Aceh","Kabupaten Aceh Tenggara","Ketambe","Bener Bepapah","24662"
"Aceh","Kabupaten Aceh Tenggara","Ketambe","Leuser","24662"
"Aceh","Kabupaten Aceh Tenggara","Ketambe","Jati Sara","24662"
"Aceh","Kabupaten Aceh Tenggara","Ketambe","Kayu Metangur","24662"
"Aceh","Kabupaten Aceh Tenggara","Ketambe","Lawe Beringin","24662"
"Aceh","Kabupaten Aceh Tenggara","Deleng Pokhkisen","Ranto Dior","24660"
"Aceh","Kabupaten Aceh Tenggara","Deleng Pokhkisen","Tenembak Lang-lang","24660"
"Aceh","Kabupaten Aceh Tenggara","Deleng Pokhkisen","Peseluk Pesimbe","24660"
"Aceh","Kabupaten Aceh Tenggara","Lawe Sumur","Kisam Gabungan","24670"
"Aceh","Kabupaten Aceh Tenggara","Lawe Sumur","Panosan","24670"
"Aceh","Kabupaten Aceh Tenggara","Lawe Sumur","Lawe Pasaran Tengku Mbelin","24670"
"Aceh","Kabupaten Aceh Tenggara","Lawe Sumur","Terutung Megahke Mbakhu","24670"
"Aceh","Kabupaten Aceh Tenggara","Lawe Sumur","Lawes Sumur Sepakat","24670"
"Aceh","Kabupaten Aceh Tenggara","Tanoh Alas","Salim Pinim I","24674"
"Aceh","Kabupaten Aceh Tenggara","Tanoh Alas","Alur Nangke","24674"
"Aceh","Kabupaten Aceh Tenggara","Leuser","Bintang Bukit Indah","24677"
"Aceh","Kabupaten Aceh Tenggara","Leuser","Bukit Meriah","24677"
"Aceh","Kabupaten Aceh Tenggara","Leuser","Bunbun Indah","24677"
"Aceh","Kabupaten Aceh Tenggara","Leuser","Tuah Kekhine","24677"
"Aceh","Kabupaten Aceh Tenggara","Leuser","Kute Hakhapen","24677"
"Aceh","Kabupaten Aceh Timur","Darul Aman","Alue Luddin Sa","24455"
"Aceh","Kabupaten Aceh Timur","Darul Aman","Alue Luddin Dua","24455"
"Aceh","Kabupaten Aceh Timur","Darul Aman","Dama Pulo Sa","24455"
"Aceh","Kabupaten Aceh Timur","Darul Aman","Dama Pulo Dua","24455"
"Aceh","Kabupaten Aceh Timur","Darul Aman","Buket Rumia","24455"
"Aceh","Kabupaten Aceh Timur","Darul Aman","Seuneubok Tuha Sa","24455"
"Aceh","Kabupaten Aceh Timur","Darul Aman","Seuneubok Tuha Dua","24455"
"Aceh","Kabupaten Aceh Timur","Darul Aman","Matang Geuto","24455"
"Aceh","Kabupaten Aceh Timur","Darul Aman","Alue Merbo","24455"
"Aceh","Kabupaten Aceh Timur","Darul Aman","Gampong Keude","24455"
"Aceh","Kabupaten Aceh Timur","Darul Aman","Peukan Idi Cut","24455"
"Aceh","Kabupaten Aceh Timur","Darul Aman","Gampong Beunot","24455"
"Aceh","Kabupaten Aceh Timur","Darul Aman","Bagok Panah Sa","24455"
"Aceh","Kabupaten Aceh Timur","Darul Aman","Bagok Panah Dua","24455"
"Aceh","Kabupaten Aceh Timur","Darul Aman","Bagok Panah Lhee","24455"
"Aceh","Kabupaten Aceh Timur","Darul Aman","Bagok Panah Peut","24455"
"Aceh","Kabupaten Aceh Timur","Darul Aman","Keumuneng Sa","24455"
"Aceh","Kabupaten Aceh Timur","Darul Aman","Keumuneng Dua","24455"
"Aceh","Kabupaten Aceh Timur","Darul Aman","Keumuneng Lhee","24455"
"Aceh","Kabupaten Aceh Timur","Darul Aman","Keumuneng Peut","24455"
"Aceh","Kabupaten Aceh Timur","Darul Aman","Keumuneng Limong","24455"
"Aceh","Kabupaten Aceh Timur","Julok","Blang Keumahang","24459"
"Aceh","Kabupaten Aceh Timur","Julok","Blang Pauh Sa","24459"
"Aceh","Kabupaten Aceh Timur","Julok","Blang Pauh Dua","24459"
"Aceh","Kabupaten Aceh Timur","Julok","Bukit Seroja","24459"
"Aceh","Kabupaten Aceh Timur","Julok","Buket Makmu","24459"
"Aceh","Kabupaten Aceh Timur","Idi Rayeuk","Meunasah Pu'uk","24442"
"Aceh","Kabupaten Aceh Timur","Idi Rayeuk","Gureb Blang","24442"
"Aceh","Kabupaten Aceh Timur","Idi Rayeuk","Seuneubokteungoh P.puntong","24442"
"Aceh","Kabupaten Aceh Timur","Birem Bayeun","Afeling Ii Bukit","24452"
"Aceh","Kabupaten Aceh Timur","Birem Bayeun","Keumuneng Hulu","24452"
"Aceh","Kabupaten Aceh Timur","Birem Bayeun","Alue Gadeng Sa","24452"
"Aceh","Kabupaten Aceh Timur","Birem Bayeun","Paya Bili Sa","24452"
"Aceh","Kabupaten Aceh Timur","Birem Bayeun","Merbou Dua","24452"
"Aceh","Kabupaten Aceh Timur","Birem Bayeun","Alue Nyamoek","24452"
"Aceh","Kabupaten Aceh Timur","Nurussalam","Keude Bagok Dua","24467"
"Aceh","Kabupaten Aceh Timur","Peureulak","Matang Peulawi","24453"
"Aceh","Kabupaten Aceh Timur","Rantau Selamat","Alue Kaul","24451"
"Aceh","Kabupaten Aceh Timur","Rantau Selamat","Sarah Teube","24451"
"Aceh","Kabupaten Aceh Timur","Simpang Ulim","Alue Buloh Sa","24465"
"Aceh","Kabupaten Aceh Timur","Simpang Ulim","Blang Nie","24465"
"Aceh","Kabupaten Aceh Timur","Simpang Ulim","Titi Baroh","24465"
"Aceh","Kabupaten Aceh Timur","Simpang Ulim","Pucok Alue Sa","24465"
"Aceh","Kabupaten Aceh Timur","Ranto Peureulak","Pasi Puteh","24441"
"Aceh","Kabupaten Aceh Timur","Ranto Peureulak","Seumali","24441"
"Aceh","Kabupaten Aceh Timur","Ranto Peureulak","Seumanah Jaya","24441"
"Aceh","Kabupaten Aceh Timur","Pante Bidari","Buket Kareung","24463"
"Aceh","Kabupaten Aceh Timur","Pante Bidari","Matang Perlak","24463"
"Aceh","Kabupaten Aceh Timur","Pante Bidari","Paya Demam Sa","24463"
"Aceh","Kabupaten Aceh Timur","Pante Bidari","Paya Demam Dua","24463"
"Aceh","Kabupaten Aceh Timur","Pante Bidari","Paya Demam Lhee","24463"
"Aceh","Kabupaten Aceh Timur","Pante Bidari","Putoh Sa","24463"
"Aceh","Kabupaten Aceh Timur","Pante Bidari","Sah Raja","24463"
"Aceh","Kabupaten Aceh Timur","Pante Bidari","Sijudo","24463"
"Aceh","Kabupaten Aceh Timur","Madat","Matang Keupula Sa","24462"
"Aceh","Kabupaten Aceh Timur","Madat","Matang Keupula Dua","24462"
"Aceh","Kabupaten Aceh Timur","Madat","Matang Keupula Lhee","24462"
"Aceh","Kabupaten Aceh Timur","Madat","Pantee Bayam","24462"
"Aceh","Kabupaten Aceh Timur","Madat","Paya Demam Peut","24462"
"Aceh","Kabupaten Aceh Timur","Madat","Tanjong Ara","24462"
"Aceh","Kabupaten Aceh Timur","Madat","Tanjong Minjei","24462"
"Aceh","Kabupaten Aceh Timur","Madat","Pante Merbo","24462"
"Aceh","Kabupaten Aceh Timur","Madat","Lueng Sa","24462"
"Aceh","Kabupaten Aceh Timur","Indra Makmu","Blang Nisan","24457"
"Aceh","Kabupaten Aceh Timur","Idi Tunong","Seuneubok Meureudu","24443"
"Aceh","Kabupaten Aceh Timur","Idi Tunong","Gampong Keumuneng","24443"
"Aceh","Kabupaten Aceh Timur","Idi Tunong","Paya Awee","24443"
"Aceh","Kabupaten Aceh Timur","Idi Tunong","Buket Pu'uk","24443"
"Aceh","Kabupaten Aceh Timur","Banda Alam","Seuneubok Pango","24458"
"Aceh","Kabupaten Aceh Timur","Peudawa","Gampong Keude","24469"
"Aceh","Kabupaten Aceh Timur","Peudawa","Gampong Kuala","24469"
"Aceh","Kabupaten Aceh Timur","Peudawa","Paya Bili Sa","24469"
"Aceh","Kabupaten Aceh Timur","Peureulak Timur","Kruet Lintang","24440"
"Aceh","Kabupaten Aceh Timur","Peureulak Timur","Jengki","24440"
"Aceh","Kabupaten Aceh Timur","Peureulak Timur","Buket Meriam","24440"
"Aceh","Kabupaten Aceh Timur","Peureulak Timur","Alue Gureb","24440"
"Aceh","Kabupaten Aceh Timur","Peureulak Timur","Gelanggang Meurak","24440"
"Aceh","Kabupaten Aceh Timur","Peureulak Barat","Tanjong Tualang","24450"
"Aceh","Kabupaten Aceh Timur","Peureulak Barat","Beringen","24450"
"Aceh","Kabupaten Aceh Timur","Peureulak Barat","Kebon Tempeun","24450"
"Aceh","Kabupaten Aceh Timur","Sungai Raya","Labuhan Keudee","24466"
"Aceh","Kabupaten Aceh Timur","Sungai Raya","Buket Seulamat","24466"
"Aceh","Kabupaten Aceh Timur","Simpang Jernih","Tampur Paloh","24464"
"Aceh","Kabupaten Aceh Timur","Simpang Jernih","Tampur Boor","24464"
"Aceh","Kabupaten Aceh Timur","Simpang Jernih","Hti Rantau Naro","24464"
"Aceh","Kabupaten Aceh Timur","Darul Ihsan","Meunasah Aroen","24468"
"Aceh","Kabupaten Aceh Timur","Darul Ihsan","Lhok Panjoe","24468"
"Aceh","Kabupaten Aceh Timur","Darul Ihsan","Lhok Leumak","24468"
"Aceh","Kabupaten Aceh Timur","Darul Ihsan","Panton Meurebo","24468"
"Aceh","Kabupaten Aceh Timur","Idi Timur","Matang Rayeuk Pp","24456"
"Aceh","Kabupaten Aceh Timur","Idi Timur","Seuneubok Timu","24456"
"Aceh","Kabupaten Aceh Timur","Idi Timur","Matang Rayeuk Smk","24456"
"Aceh","Kabupaten Aceh Tengah","Linge","Kemerleng","24565"
"Aceh","Kabupaten Aceh Tengah","Linge","Kute Riyem","24565"
"Aceh","Kabupaten Aceh Tengah","Linge","Simpang Tige Uning","24565"
"Aceh","Kabupaten Aceh Tengah","Linge","Despot Linge","24565"
"Aceh","Kabupaten Aceh Tengah","Silih Nara","Arul Kumer Timur","24569"
"Aceh","Kabupaten Aceh Tengah","Bebesen","Bebesan","24552"
"Aceh","Kabupaten Aceh Tengah","Bebesen","Tensaran","24552"
"Aceh","Kabupaten Aceh Tengah","Bebesen","Simpang Iv","24552"
"Aceh","Kabupaten Aceh Tengah","Bebesen","Ulu Nuwih","24552"
"Aceh","Kabupaten Aceh Tengah","Bebesen","Colo Blang Gele","24552"
"Aceh","Kabupaten Aceh Tengah","Pegasing","Belang Bebangka","24560"
"Aceh","Kabupaten Aceh Tengah","Bintang","Kala Segi","24571"
"Aceh","Kabupaten Aceh Tengah","Bintang","Kuala I","24571"
"Aceh","Kabupaten Aceh Tengah","Ketol","Gelumpang Payung","24566"
"Aceh","Kabupaten Aceh Tengah","Kebayakan","Bukit Ewih Tami Delem","24519"
"Aceh","Kabupaten Aceh Tengah","Kebayakan","Jongkok Bathin","24519"
"Aceh","Kabupaten Aceh Tengah","Kute Panang","Wih Nongkal Toa","24568"
"Aceh","Kabupaten Aceh Tengah","Celala","Belang Kekumur","24562"
"Aceh","Kabupaten Aceh Tengah","Laut Tawar","Kuteni Reje","24512"
"Aceh","Kabupaten Aceh Tengah","Atu Lintang","Merah Muyang","24563"
"Aceh","Kabupaten Aceh Tengah","Atu Lintang","Damar Mulyo","24563"
"Aceh","Kabupaten Aceh Tengah","Jagong Jeget","Paya Tungel","24564"
"Aceh","Kabupaten Aceh Tengah","Bies","Simpang Lukup Badak","24561"
"Aceh","Kabupaten Aceh Tengah","Rusip Antara","Paya Tampu","24567"
"Aceh","Kabupaten Aceh Tengah","Rusip Antara","Merandeh Paya","24567"
"Aceh","Kabupaten Aceh Barat","Johan Pahlawan","Suak Indrapuri","23611"
"Aceh","Kabupaten Aceh Barat","Johan Pahlawan","Gampong Darat","23611"
"Aceh","Kabupaten Aceh Barat","Johan Pahlawan","Blang Beurandang","23618"
"Aceh","Kabupaten Aceh Barat","Kaway Xvi","Meunuang Tanjong","23681"
"Aceh","Kabupaten Aceh Barat","Kaway Xvi","Drien Caleue","23681"
"Aceh","Kabupaten Aceh Barat","Kaway Xvi","Sawang Teubei","23681"
"Aceh","Kabupaten Aceh Barat","Sungai Mas","Kajeung","23685"
"Aceh","Kabupaten Aceh Barat","Sungai Mas","Lubok Beutong","23685"
"Aceh","Kabupaten Aceh Barat","Sungai Mas","Gleng","23685"
"Aceh","Kabupaten Aceh Barat","Woyla","Lueng Teungku Yah","23654"
"Aceh","Kabupaten Aceh Barat","Woyla","Gunong Rambong","23654"
"Aceh","Kabupaten Aceh Barat","Woyla","Drien Mangko","23654"
"Aceh","Kabupaten Aceh Barat","Woyla","Cot Keumude","23654"
"Aceh","Kabupaten Aceh Barat","Woyla","Suak Trieng","23654"
"Aceh","Kabupaten Aceh Barat","Woyla","Cot Lagan Bubon","23654"
"Aceh","Kabupaten Aceh Barat","Samatiga","Suak Seuke","23650"
"Aceh","Kabupaten Aceh Barat","Samatiga","Suak Geudeubang","23650"
"Aceh","Kabupaten Aceh Barat","Arongan Lambalek","Pante Mutia","23652"
"Aceh","Kabupaten Aceh Barat","Arongan Lambalek","Panton Makmu","23652"
"Aceh","Kabupaten Aceh Barat","Arongan Lambalek","Suak Ie Beuso","23652"
"Aceh","Kabupaten Aceh Barat","Arongan Lambalek","Teupin Peraho","23652"
"Aceh","Kabupaten Aceh Barat","Pante Ceureumen","Meunuang Kinco","23680"
"Aceh","Kabupaten Aceh Barat","Pante Ceureumen","Pante Ceuremen","23680"
"Aceh","Kabupaten Aceh Barat","Pante Ceureumen","Pulo Teungoh Manjeng","23680"
"Aceh","Kabupaten Aceh Barat","Pante Ceureumen","Suak Awe","23680"
"Aceh","Kabupaten Aceh Barat","Pante Ceureumen","Kreung Beukah","23680"
"Aceh","Kabupaten Aceh Barat","Pante Ceureumen","Babah Krueng Tep Lep","23680"
"Aceh","Kabupaten Aceh Barat","Pante Ceureumen","Keude Suak Awe","23680"
"Aceh","Kabupaten Aceh Barat","Meureubo","Paya Baro Ranto P","23615"
"Aceh","Kabupaten Aceh Barat","Woyla Barat","Blang Luah Lm","23682"
"Aceh","Kabupaten Aceh Barat","Woyla Barat","Peuleukueng","23682"
"Aceh","Kabupaten Aceh Barat","Woyla Barat","Alue Keumuning","23682"
"Aceh","Kabupaten Aceh Barat","Woyla Timur","Lubuk Panyang","23683"
"Aceh","Kabupaten Aceh Barat","Woyla Timur","Kubu Capang","23683"
"Aceh","Kabupaten Aceh Barat","Woyla Timur","Alue Eumpeuk","23683"
"Aceh","Kabupaten Aceh Barat","Woyla Timur","Bukit Meugajah","23683"
"Aceh","Kabupaten Aceh Barat","Woyla Timur","Blang Makmue","23683"
"Aceh","Kabupaten Aceh Barat","Woyla Timur","Tuwi Eumpeuk","23683"
"Aceh","Kabupaten Aceh Barat","Woyla Timur","Paya Meugendrang","23683"
"Aceh","Kabupaten Aceh Barat","Panton Reu","Gunong Mata Ie","23684"
"Aceh","Kabupaten Aceh Besar","Lhoong","Sungko Mulat","23354"
"Aceh","Kabupaten Aceh Besar","Lhoong","Umong Seuribee","23354"
"Aceh","Kabupaten Aceh Besar","Lhoong","Baroh Geunteut","23354"
"Aceh","Kabupaten Aceh Besar","Lhoong","Lamgeuriheu","23354"
"Aceh","Kabupaten Aceh Besar","Lhoong","Cundien","23354"
"Aceh","Kabupaten Aceh Besar","Lhoong","Meunasah Cot","23354"
"Aceh","Kabupaten Aceh Besar","Lhoknga","Lamkrut","23355"
"Aceh","Kabupaten Aceh Besar","Lhoknga","Aneuk Paya","23355"
"Aceh","Kabupaten Aceh Besar","Lhoknga","Meunasah Lambaro","23355"
"Aceh","Kabupaten Aceh Besar","Lhoknga","Mns. Mesjid Lampuuk","23355"
"Aceh","Kabupaten Aceh Besar","Lhoknga","Meunasah Balee","23355"
"Aceh","Kabupaten Aceh Besar","Indrapuri","Limo Lamleuweung","23363"
"Aceh","Kabupaten Aceh Besar","Indrapuri","Meusale","23363"
"Aceh","Kabupaten Aceh Besar","Indrapuri","Lamlung","23363"
"Aceh","Kabupaten Aceh Besar","Indrapuri","Meureu Ulee Titie","23363"
"Aceh","Kabupaten Aceh Besar","Indrapuri","Meureu Bueng-u","23363"
"Aceh","Kabupaten Aceh Besar","Indrapuri","Meureu Lamglumpang","23363"
"Aceh","Kabupaten Aceh Besar","Indrapuri","Reukih Kupula","23363"
"Aceh","Kabupaten Aceh Besar","Indrapuri","Lam Ilie Tengoh","23363"
"Aceh","Kabupaten Aceh Besar","Indrapuri","Seuot Baroh","23363"
"Aceh","Kabupaten Aceh Besar","Indrapuri","Seuot Tunong","23363"
"Aceh","Kabupaten Aceh Besar","Indrapuri","Groet Blang","23363"
"Aceh","Kabupaten Aceh Besar","Indrapuri","Groet Manyang","23363"
"Aceh","Kabupaten Aceh Besar","Indrapuri","Groet Baro","23363"
"Aceh","Kabupaten Aceh Besar","Indrapuri","Lambeunot","23363"
"Aceh","Kabupaten Aceh Besar","Seulimeum","Peukan Seulimeum","23951"
"Aceh","Kabupaten Aceh Besar","Seulimeum","Gampong Seulimeum","23951"
"Aceh","Kabupaten Aceh Besar","Seulimeum","Data Gaseu","23951"
"Aceh","Kabupaten Aceh Besar","Seulimeum","Gampong Raya","23951"
"Aceh","Kabupaten Aceh Besar","Seulimeum","Iboh Tunong","23951"
"Aceh","Kabupaten Aceh Besar","Seulimeum","Iboh Tanjong","23951"
"Aceh","Kabupaten Aceh Besar","Seulimeum","Lamteuba Droe","23951"
"Aceh","Kabupaten Aceh Besar","Seulimeum","Lampantee","23951"
"Aceh","Kabupaten Aceh Besar","Seulimeum","Ujong Mesjid Tanoh Abee","23951"
"Aceh","Kabupaten Aceh Besar","Montasik","Empee Tanong","23362"
"Aceh","Kabupaten Aceh Besar","Montasik","Bung Tujoh","23362"
"Aceh","Kabupaten Aceh Besar","Montasik","Seubam Lhok","23362"
"Aceh","Kabupaten Aceh Besar","Montasik","Seumet","23362"
"Aceh","Kabupaten Aceh Besar","Montasik","Bueng Raya","23362"
"Aceh","Kabupaten Aceh Besar","Montasik","Bueng Daroh","23362"
"Aceh","Kabupaten Aceh Besar","Montasik","Kuweu","23362"
"Aceh","Kabupaten Aceh Besar","Montasik","Piyeung Datu","23362"
"Aceh","Kabupaten Aceh Besar","Sukamakmur","Dilib Bukit","23361"
"Aceh","Kabupaten Aceh Besar","Sukamakmur","Baet Mesago","23361"
"Aceh","Kabupaten Aceh Besar","Sukamakmur","Klieng Mayang","23361"
"Aceh","Kabupaten Aceh Besar","Darul Imarah","Lam Blang Mayang","23352"
"Aceh","Kabupaten Aceh Besar","Darul Imarah","Lampeuneun","23352"
"Aceh","Kabupaten Aceh Besar","Darul Imarah","Tingkuem","23352"
"Aceh","Kabupaten Aceh Besar","Darul Imarah","Jeumpet Ajun","23352"
"Aceh","Kabupaten Aceh Besar","Darul Imarah","Leu Ue","23352"
"Aceh","Kabupaten Aceh Besar","Darul Imarah","Ulee Tuy","23352"
"Aceh","Kabupaten Aceh Besar","Peukan Bada","Keuneu Eu","23351"
"Aceh","Kabupaten Aceh Besar","Mesjid Raya","Ie Seum","23381"
